39		0.505	0.405	0.110	0.625	0.305	0.160	0.175
40		0.425	0.325	0.095	0.379	0.171	0.080	0.100
41		0.520	0.400	0.120	0.580	0.234	0.132	0.185
42		0.475	0.355	0.120	0.480	0.234	0.102	0.135
43		0.595	0.495	0.185	1.285	0.416	0.224	0.485
44		0.475	0.390	0.120	0.530	0.213	0.116	0.170
45		0.555	0.425	0.130	0.766	0.264	0.168	0.275
46		0.595	0.475	0.170	1.247	0.480	0.225	0.425
47		0.570	0.480	0.175	1.185	0.474	0.261	0.380
48		0.605	0.450	0.195	1.098	0.481	0.289	0.315
49		0.595	0.475	0.140	0.944	0.362	0.189	0.315
50		0.600	0.470	0.150	0.922	0.363	0.194	0.305
51		0.555	0.425	0.140	0.788	0.282	0.160	0.285
52		0.575	0.445	0.140	0.941	0.385	0.252	0.285
53		0.620	0.510	0.175	1.615	0.510	0.192	0.675
54		0.520	0.425	0.165	0.989	0.396	0.225	0.320
55		0.580	0.450	0.140	1.013	0.380	0.216	0.360
56		0.570	0.465	0.180	1.295	0.339	0.223	0.440
57		0.625	0.465	0.140	1.195	0.482	0.205	0.400
58		0.460	0.355	0.130	0.517	0.221	0.114	0.165
59		0.575	0.450	0.160	0.978	0.314	0.231	0.330
60		0.565	0.425	0.135	0.811	0.341	0.168	0.255
61		0.595	0.465	0.175	1.115	0.402	0.254	0.390
62		0.625	0.495	0.165	1.262	0.507	0.318	0.390
63		0.695	0.560	0.190	1.494	0.588	0.343	0.485
64		0.535	0.435	0.150	0.725	0.269	0.139	0.250
65		0.470	0.375	0.130	0.523	0.214	0.132	0.145
66		0.470	0.370	0.130	0.522	0.201	0.133	0.165
67		0.550	0.435	0.145	0.843	0.328	0.192	0.255
68		0.530	0.435	0.160	0.883	0.316	0.164	0.335
69		0.530	0.415	0.140	0.724	0.310	0.168	0.205
70		0.520	0.410	0.155	0.727	0.291	0.183	0.235
71		0.545	0.430	0.165	0.802	0.293	0.183	0.280
72		0.500	0.400	0.125	0.667	0.261	0.132	0.220
73		0.435	0.395	0.105	0.363	0.136	0.098	0.130
74		0.495	0.395	0.125	0.541	0.237	0.135	0.155
75		0.465	0.360	0.105	0.431	0.172	0.107	0.175
76		0.545	0.410	0.125	0.694	0.297	0.146	0.210
77		0.530	0.415	0.115	0.592	0.233	0.159	0.180
78		0.490	0.375	0.135	0.613	0.256	0.102	0.220
79		0.560	0.430	0.150	0.882	0.346	0.172	0.310
80		0.405	0.305	0.085	0.261	0.115	0.059	0.085
81		0.470	0.365	0.105	0.420	0.163	0.103	0.140
82		0.370	0.265	0.075	0.214	0.090	0.051	0.070
83		0.700	0.535	0.160	1.726	0.630	0.264	0.540
84		0.710	0.540	0.165	1.959	0.766	0.261	0.780
85		0.440	0.350	0.125	0.404	0.175	0.063	0.129
86		0.325	0.260	0.090	0.192	0.085	0.036	0.062
87		0.425	0.330	0.115	0.406	0.164	0.081	0.136
88		0.345	0.255	0.090	0.201	0.094	0.029	0.063
89		0.405	0.325	0.110	0.355	0.151	0.063	0.117
90		0.375	0.285	0.095	0.253	0.096	0.058	0.092
91		0.550	0.450	0.145	0.741	0.295	0.143	0.267
92		0.650	0.520	0.190	1.345	0.519	0.306	0.447
93		0.560	0.455	0.155	0.797	0.340	0.190	0.242
94		0.490	0.380	0.125	0.549	0.245	0.107	0.174
95		0.460	0.350	0.120	0.515	0.224	0.108	0.157
96		0.590	0.475	0.145	1.053	0.442	0.262	0.325
97		0.635	0.515	0.190	1.371	0.506	0.305	0.450
98		0.605	0.485	0.160	1.056	0.370	0.235	0.355
99		0.565	0.450	0.135	0.989	0.387	0.149	0.310
100		0.575	0.460	0.190	0.994	0.392	0.242	0.340
101		0.645	0.485	0.215	1.514	0.546	0.262	0.635
102		0.580	0.455	0.170	0.907	0.374	0.213	0.285
103		0.605	0.465	0.165	1.056	0.421	0.247	0.340
104		0.605	0.485	0.160	1.222	0.530	0.258	0.280
105		0.610	0.485	0.175	1.244	0.544	0.297	0.345
106		0.650	0.545	0.230	1.752	0.560	0.289	0.815
107		0.725	0.570	0.190	2.550	1.071	0.483	0.725
108		0.725	0.575	0.175	2.124	0.765	0.452	0.850
109		0.705	0.560	0.220	1.981	0.818	0.308	0.760
110		0.680	0.515	0.175	1.619	0.512	0.409	0.620
111		0.695	0.550	0.215	1.956	0.713	0.541	0.590
112		0.525	0.435	0.155	1.065	0.486	0.233	0.285
113		0.520	0.405	0.115	0.776	0.320	0.184	0.220
114		0.580	0.475	0.150	0.970	0.385	0.216	0.350
115		0.640	0.510	0.175	1.368	0.515	0.266	0.570
116		0.560	0.450	0.160	1.024	0.429	0.268	0.300
117		0.620	0.475	0.175	1.016	0.435	0.214	0.325
118		0.620	0.490	0.190	1.218	0.545	0.296	0.355
119		0.630	0.480	0.150	1.052	0.392	0.336	0.285
120		0.630	0.500	0.185	1.383	0.540	0.332	0.380
121		0.585	0.460	0.170	0.932	0.365	0.271	0.290
122		0.615	0.480	0.180	1.159	0.484	0.216	0.325
123		0.610	0.485	0.170	1.022	0.419	0.240	0.360
124		0.510	0.400	0.140	0.815	0.459	0.197	0.195
125		0.500	0.405	0.155	0.772	0.346	0.153	0.245
126		0.505	0.410	0.150	0.644	0.285	0.145	0.210
127		0.560	0.450	0.160	0.922	0.432	0.178	0.260
128		0.585	0.460	0.185	0.922	0.363	0.213	0.285
129		0.450	0.345	0.120	0.416	0.166	0.095	0.135
130		0.500	0.400	0.145	0.630	0.234	0.146	0.230
131		0.530	0.435	0.170	0.816	0.298	0.155	0.275
132		0.420	0.335	0.115	0.369	0.171	0.071	0.120
133		0.525	0.415	0.170	0.833	0.276	0.169	0.310
134		0.490	0.365	0.145	0.634	0.200	0.163	0.220
135		0.335	0.250	0.090	0.181	0.075	0.042	0.060
136		0.500	0.405	0.140	0.616	0.241	0.136	0.205
137		0.485	0.395	0.160	0.660	0.247	0.128	0.235
138		0.550	0.405	0.140	0.802	0.244	0.164	0.255
139		0.470	0.360	0.135	0.501	0.167	0.115	0.165
140		0.415	0.305	0.130	0.320	0.131	0.075	0.105
141		0.445	0.325	0.125	0.455	0.178	0.113	0.140
142		0.490	0.375	0.150	0.576	0.220	0.144	0.190
143		0.445	0.355	0.150	0.485	0.181	0.125	0.155
144		0.500	0.370	0.135	0.450	0.172	0.105	0.155
145		0.580	0.465	0.165	1.101	0.404	0.209	0.350
146		0.530	0.415	0.160	0.783	0.293	0.158	0.245
147		0.555	0.445	0.135	0.836	0.336	0.163	0.275
148		0.625	0.505	0.215	1.446	0.496	0.287	0.435
149		0.565	0.425	0.160	0.943	0.349	0.218	0.275
150		0.590	0.470	0.180	1.123	0.420	0.281	0.360
151		0.575	0.460	0.185	1.094	0.449	0.217	0.345
152		0.600	0.495	0.165	1.242	0.485	0.278	0.340
153		0.560	0.450	0.175	1.011	0.384	0.206	0.370
154		0.545	0.460	0.160	0.897	0.341	0.166	0.345
155		0.635	0.505	0.170	1.415	0.605	0.297	0.365
156		0.590	0.475	0.160	1.101	0.477	0.256	0.295
157		0.570	0.440	0.125	0.865	0.367	0.172	0.270
158		0.530	0.420	0.165	0.894	0.319	0.239	0.245
159		0.270	0.200	0.080	0.120	0.046	0.028	0.040
160		0.520	0.450	0.150	0.895	0.361	0.186	0.235
161		0.350	0.275	0.110	0.292	0.122	0.064	0.090
162		0.470	0.390	0.150	0.635	0.218	0.088	0.255
163		0.640	0.525	0.215	1.779	0.454	0.285	0.550
164		0.590	0.500	0.200	1.187	0.412	0.271	0.370
165		0.620	0.485	0.205	1.219	0.388	0.251	0.385
166		0.630	0.515	0.155	1.259	0.410	0.197	0.410
167		0.655	0.540	0.215	1.844	0.743	0.327	0.585
168		0.660	0.530	0.185	1.349	0.493	0.245	0.490
169		0.635	0.525	0.205	1.484	0.550	0.311	0.430
170		0.515	0.425	0.135	0.712	0.267	0.161	0.250
171		0.535	0.415	0.185	0.842	0.314	0.159	0.300
172		0.485	0.395	0.140	0.629	0.229	0.127	0.225
173		0.515	0.380	0.175	0.957	0.325	0.158	0.310
174		0.535	0.415	0.170	0.879	0.295	0.197	0.285
175		0.495	0.400	0.155	0.644	0.242	0.133	0.205
176		0.440	0.355	0.125	0.477	0.132	0.082	0.190
177		0.535	0.435	0.160	0.810	0.316	0.179	0.240
178		0.565	0.505	0.210	1.276	0.501	0.279	0.355
179		0.610	0.475	0.165	1.116	0.428	0.221	0.315
180		0.565	0.455	0.175	1.013	0.342	0.207	0.350
181		0.490	0.395	0.140	0.549	0.222	0.128	0.150
182		0.370	0.280	0.105	0.234	0.090	0.059	0.075
183		0.405	0.305	0.095	0.348	0.145	0.089	0.100
184		0.370	0.280	0.100	0.252	0.106	0.059	0.074
185		0.360	0.270	0.100	0.217	0.088	0.050	0.071
186		0.470	0.360	0.130	0.472	0.182	0.114	0.150
187		0.550	0.410	0.125	0.760	0.251	0.164	0.195
188		0.570	0.435	0.145	0.905	0.393	0.235	0.275
189		0.630	0.485	0.190	1.244	0.464	0.305	0.390
190		0.595	0.455	0.195	1.331	0.460	0.324	0.345
191		0.620	0.470	0.200	1.226	0.381	0.270	0.435
192		0.630	0.485	0.175	1.300	0.433	0.294	0.460
193		0.450	0.350	0.100	0.367	0.146	0.102	0.120
194		0.580	0.455	0.155	0.837	0.315	0.139	0.320
195		0.385	0.310	0.100	0.284	0.106	0.075	0.100
196		0.510	0.400	0.130	0.643	0.270	0.167	0.205
197		0.360	0.295	0.105	0.241	0.086	0.053	0.095
198		0.500	0.380	0.155	0.596	0.213	0.161	0.200
199		0.740	0.600	0.195	1.974	0.598	0.408	0.710
200		0.620	0.465	0.190	1.341	0.571	0.318	0.355
201		0.600	0.475	0.190	1.087	0.403	0.266	0.325
202		0.620	0.475	0.185	1.325	0.605	0.325	0.330
203		0.565	0.450	0.195	1.004	0.406	0.251	0.285
204		0.575	0.455	0.145	1.165	0.581	0.228	0.300
205		0.620	0.465	0.185	1.274	0.579	0.306	0.320
206		0.505	0.375	0.180	0.568	0.233	0.149	0.170
207		0.460	0.425	0.155	0.746	0.300	0.152	0.240
208		0.525	0.420	0.160	0.756	0.275	0.173	0.275
209		0.610	0.480	0.150	1.200	0.560	0.245	0.280
210		0.610	0.495	0.185	1.153	0.536	0.290	0.245
211		0.570	0.460	0.140	0.954	0.447	0.206	0.245
212		0.580	0.455	0.170	0.930	0.408	0.259	0.220
213		0.635	0.515	0.170	1.275	0.509	0.286	0.340
214		0.675	0.525	0.185	1.587	0.694	0.336	0.395
215		0.645	0.525	0.190	1.808	0.704	0.389	0.395
216		0.745	0.585	0.215	2.499	0.926	0.472	0.700
217		0.605	0.490	0.180	1.227	0.480	0.287	0.350
218		0.590	0.465	0.150	0.997	0.392	0.246	0.340
219		0.650	0.525	0.175	1.423	0.610	0.299	0.445
220		0.620	0.500	0.175	1.186	0.498	0.301	0.350
221		0.630	0.515	0.160	1.016	0.421	0.244	0.355
222		0.580	0.465	0.145	0.887	0.441	0.166	0.265
223		0.630	0.490	0.180	1.130	0.458	0.277	0.315
224		0.690	0.560	0.215	1.719	0.680	0.299	0.470
225		0.650	0.545	0.165	1.566	0.664	0.345	0.415
226		0.680	0.580	0.200	1.787	0.585	0.453	0.600
227		0.700	0.575	0.170	1.310	0.509	0.314	0.420
228		0.685	0.520	0.150	1.343	0.464	0.292	0.400
229		0.630	0.490	0.190	1.177	0.493	0.337	0.285
230		0.585	0.450	0.160	1.077	0.499	0.287	0.250
231		0.565	0.465	0.175	0.995	0.390	0.183	0.370
232		0.605	0.470	0.180	1.141	0.376	0.281	0.385
233		0.535	0.420	0.145	0.791	0.330	0.189	0.250
234		0.485	0.400	0.135	0.663	0.313	0.137	0.200
235		0.545	0.425	0.135	0.845	0.373	0.210	0.235
236		0.455	0.370	0.105	0.492	0.216	0.124	0.135
237		0.540	0.420	0.155	0.739	0.351	0.152	0.215
238		0.490	0.420	0.125	0.609	0.239	0.143	0.220
239		0.475	0.375	0.125	0.593	0.277	0.115	0.180
240		0.470	0.375	0.125	0.561	0.252	0.137	0.180
241		0.470	0.380	0.145	0.587	0.238	0.144	0.185
242		0.535	0.440	0.150	0.676	0.256	0.139	0.260
243		0.585	0.455	0.150	0.987	0.435	0.207	0.310
244		0.515	0.455	0.135	0.723	0.295	0.163	0.235
245		0.435	0.325	0.110	0.433	0.178	0.099	0.155
246		0.515	0.415	0.140	0.694	0.311	0.152	0.200
247		0.450	0.355	0.115	0.479	0.212	0.104	0.150
248		0.590	0.485	0.120	0.911	0.390	0.182	0.290
249		0.555	0.450	0.145	0.915	0.400	0.246	0.285
250		0.590	0.500	0.165	1.105	0.457	0.242	0.340
251		0.585	0.475	0.120	0.945	0.410	0.211	0.280
252		0.580	0.460	0.120	0.994	0.463	0.238	0.280
253		0.605	0.495	0.170	1.238	0.528	0.246	0.390
254		0.620	0.470	0.140	1.032	0.360	0.224	0.360
255		0.630	0.500	0.170	1.313	0.559	0.267	0.400
256		0.630	0.500	0.155	1.005	0.367	0.199	0.360
257		0.545	0.410	0.140	0.625	0.223	0.160	0.235
258		0.670	0.540	0.165	1.502	0.518	0.358	0.505
259		0.580	0.450	0.175	1.068	0.425	0.203	0.320
260		0.610	0.485	0.165	1.091	0.394	0.243	0.330
261		0.600	0.500	0.160	1.015	0.400	0.173	0.330
262		0.575	0.450	0.170	1.048	0.378	0.171	0.385
263		0.570	0.450	0.175	0.956	0.380	0.167	0.295
264		0.600	0.470	0.155	1.036	0.438	0.196	0.325
265		0.545	0.420	0.140	0.750	0.247	0.130	0.255
266		0.500	0.410	0.150	0.662	0.281	0.137	0.220
267		0.390	0.300	0.090	0.305	0.143	0.065	0.085
268		0.505	0.425	0.140	0.850	0.275	0.163	0.285
269		0.410	0.325	0.105	0.363	0.159	0.077	0.120
270		0.560	0.455	0.190	0.714	0.283	0.129	0.275
271		0.565	0.455	0.185	0.926	0.354	0.158	0.375
272		0.605	0.500	0.175	1.098	0.476	0.232	0.375
273		0.565	0.455	0.150	0.821	0.365	0.159	0.260
274		0.675	0.535	0.160	1.410	0.592	0.318	0.420
275		0.665	0.555	0.195	1.438	0.581	0.354	0.360
276		0.565	0.490	0.155	0.924	0.405	0.220	0.255
277		0.575	0.470	0.140	0.838	0.348	0.173	0.240
278		0.640	0.540	0.175	1.221	0.510	0.259	0.390
279		0.525	0.410	0.135	0.709	0.293	0.152	0.235
280		0.585	0.465	0.170	0.992	0.387	0.224	0.265
281		0.670	0.550	0.190	1.391	0.542	0.303	0.400
282		0.655	0.530	0.195	1.388	0.567	0.274	0.410
283		0.675	0.555	0.200	1.438	0.545	0.267	0.465
284		0.530	0.440	0.135	0.783	0.313	0.172	0.218
285		0.515	0.405	0.120	0.646	0.289	0.141	0.177
286		0.545	0.415	0.160	0.771	0.272	0.145	0.277
287		0.530	0.415	0.175	0.740	0.261	0.140	0.265
288		0.465	0.350	0.115	0.421	0.157	0.091	0.135
289		0.735	0.590	0.225	1.756	0.637	0.341	0.580
290		0.660	0.545	0.185	1.320	0.530	0.264	0.455
291		0.700	0.585	0.185	1.808	0.706	0.322	0.475
292		0.570	0.465	0.125	0.849	0.379	0.176	0.240
293		0.580	0.460	0.150	0.996	0.429	0.212	0.260
294		0.630	0.480	0.145	1.012	0.423	0.237	0.305
295		0.550	0.450	0.130	0.920	0.378	0.238	0.290
296		0.625	0.515	0.150	1.242	0.523	0.306	0.360
297		0.540	0.420	0.135	0.807	0.348	0.179	0.235
298		0.590	0.455	0.145	1.073	0.475	0.190	0.285
299		0.580	0.460	0.130	0.921	0.357	0.181	0.290
300		0.655	0.510	0.155	1.290	0.534	0.285	0.410
301		0.625	0.500	0.195	1.369	0.588	0.218	0.370
302		0.625	0.500	0.150	0.953	0.344	0.224	0.305
303		0.640	0.520	0.175	1.248	0.424	0.260	0.480
304		0.615	0.525	0.155	1.038	0.427	0.232	0.345
305		0.555	0.450	0.175	0.874	0.328	0.202	0.305
306		0.580	0.440	0.180	0.854	0.366	0.164	0.245
307		0.620	0.470	0.225	1.115	0.378	0.214	0.360
308		0.600	0.505	0.190	1.129	0.439	0.256	0.360
309		0.625	0.485	0.190	1.175	0.439	0.231	0.420
310		0.560	0.460	0.235	0.840	0.333	0.157	0.305
311		0.585	0.455	0.225	1.055	0.382	0.221	0.365
312		0.560	0.435	0.180	0.889	0.360	0.204	0.250
313		0.490	0.380	0.145	0.672	0.249	0.181	0.210
314		0.310	0.220	0.085	0.146	0.061	0.036	0.045
315		0.275	0.195	0.070	0.080	0.031	0.021	0.025
316		0.400	0.290	0.115	0.280	0.112	0.058	0.075
317		0.280	0.200	0.080	0.091	0.033	0.021	0.030
318		0.325	0.230	0.090	0.147	0.060	0.034	0.045
319		0.210	0.150	0.050	0.038	0.015	0.009	0.010
320		0.360	0.270	0.090	0.189	0.085	0.038	0.055
321		0.200	0.140	0.055	0.035	0.015	0.008	0.010
322		0.175	0.125	0.040	0.024	0.009	0.006	0.005
323		0.155	0.110	0.040	0.015	0.006	0.003	0.005
324		0.570	0.445	0.155	0.733	0.282	0.159	0.235
325		0.385	0.300	0.095	0.240	0.088	0.059	0.085
326		0.460	0.355	0.130	0.458	0.192	0.105	0.130
327		0.435	0.335	0.110	0.380	0.170	0.086	0.110
328		0.275	0.205	0.070	0.094	0.034	0.020	0.033
329		0.375	0.290	0.115	0.271	0.093	0.066	0.088
330		0.500	0.375	0.140	0.604	0.242	0.141	0.179
331		0.420	0.325	0.115	0.288	0.100	0.057	0.114
332		0.445	0.350	0.115	0.361	0.157	0.070	0.117
333		0.380	0.290	0.105	0.257	0.099	0.051	0.085
334		0.255	0.195	0.065	0.080	0.032	0.018	0.027
335		0.205	0.155	0.045	0.043	0.017	0.005	0.015
336		0.565	0.450	0.160	0.795	0.360	0.155	0.230
337		0.660	0.530	0.170	1.326	0.519	0.263	0.440
338		0.440	0.340	0.105	0.364	0.148	0.081	0.117
339		0.475	0.350	0.115	0.452	0.172	0.092	0.155
340		0.470	0.355	0.130	0.546	0.201	0.126	0.185
341		0.350	0.255	0.065	0.179	0.070	0.038	0.060
342		0.280	0.210	0.080	0.108	0.041	0.026	0.035
343		0.590	0.455	0.155	1.066	0.382	0.228	0.415
344		0.570	0.440	0.140	0.954	0.379	0.201	0.305
345		0.610	0.475	0.140	1.133	0.527	0.235	0.350
346		0.630	0.480	0.175	1.367	0.501	0.303	0.515
347		0.625	0.490	0.175	1.233	0.556	0.247	0.365
348		0.645	0.525	0.190	1.464	0.661	0.344	0.435
349		0.550	0.410	0.145	0.829	0.309	0.191	0.250
350		0.450	0.335	0.140	0.463	0.164	0.076	0.150
351		0.405	0.310	0.120	0.309	0.138	0.058	0.095
352		0.660	0.520	0.180	1.514	0.526	0.297	0.420
353		0.535	0.420	0.150	0.700	0.258	0.153	0.240
354		0.550	0.430	0.140	0.714	0.257	0.186	0.225
355		0.385	0.315	0.110	0.286	0.122	0.064	0.084
356		0.390	0.300	0.100	0.265	0.107	0.060	0.086
357		0.345	0.270	0.090	0.195	0.078	0.045	0.059
358		0.350	0.265	0.090	0.177	0.058	0.042	0.068
359		0.440	0.345	0.170	0.408	0.150	0.083	0.151
360		0.195	0.145	0.050	0.032	0.010	0.008	0.012
361		0.415	0.345	0.135	0.387	0.128	0.070	0.148
362		0.470	0.355	0.140	0.433	0.152	0.095	0.152
363		0.320	0.240	0.085	0.170	0.066	0.047	0.049
364		0.235	0.170	0.055	0.051	0.018	0.011	0.019
365		0.345	0.255	0.080	0.169	0.060	0.043	0.054
366		0.500	0.385	0.115	0.678	0.294	0.138	0.195
367		0.525	0.405	0.160	0.658	0.266	0.113	0.225
368		0.425	0.335	0.095	0.322	0.120	0.061	0.125
369		0.380	0.305	0.095	0.281	0.126	0.052	0.090
370		0.430	0.340	0.120	0.391	0.155	0.095	0.141
371		0.460	0.365	0.125	0.467	0.190	0.095	0.158
372		0.360	0.295	0.100	0.210	0.066	0.052	0.075
373		0.380	0.235	0.100	0.258	0.105	0.054	0.080
374		0.355	0.260	0.085	0.191	0.081	0.049	0.055
375		0.510	0.400	0.130	0.574	0.219	0.137	0.195
376		0.590	0.450	0.160	0.900	0.358	0.156	0.315
377		0.330	0.255	0.095	0.188	0.073	0.045	0.060
378		0.450	0.340	0.130	0.371	0.161	0.080	0.105
379		0.480	0.375	0.145	0.777	0.216	0.130	0.170
380		0.475	0.360	0.125	0.447	0.170	0.081	0.140
381		0.255	0.180	0.065	0.079	0.034	0.014	0.025
382		0.370	0.280	0.110	0.231	0.095	0.046	0.075
383		0.295	0.215	0.075	0.129	0.050	0.029	0.040
384		0.555	0.435	0.165	0.970	0.336	0.232	0.295
385		0.585	0.475	0.185	0.959	0.414	0.162	0.330
386		0.415	0.340	0.130	0.367	0.146	0.088	0.120
387		0.380	0.305	0.105	0.281	0.104	0.061	0.090
388		0.455	0.350	0.120	0.483	0.181	0.144	0.160
389		0.485	0.380	0.150	0.605	0.215	0.140	0.180
390		0.550	0.425	0.155	0.917	0.278	0.243	0.335
391		0.475	0.385	0.145	0.618	0.235	0.108	0.215
392		0.500	0.380	0.155	0.655	0.240	0.143	0.205
393		0.530	0.410	0.165	0.811	0.240	0.169	0.240
394		0.490	0.385	0.150	0.786	0.241	0.140	0.240
395		0.520	0.395	0.180	0.640	0.158	0.110	0.245
396		0.540	0.415	0.145	0.740	0.264	0.168	0.245
397		0.450	0.380	0.165	0.817	0.250	0.192	0.265
398		0.370	0.275	0.100	0.223	0.093	0.026	0.080
399		0.485	0.370	0.140	0.573	0.204	0.141	0.175
400		0.535	0.405	0.185	0.835	0.318	0.172	0.290
401		0.510	0.400	0.140	0.651	0.245	0.167	0.185
402		0.565	0.440	0.185	0.909	0.344	0.233	0.255
403		0.535	0.405	0.125	0.927	0.260	0.142	0.345
404		0.525	0.400	0.170	0.731	0.279	0.205	0.195
405		0.590	0.440	0.150	0.956	0.366	0.242	0.295
406		0.430	0.325	0.115	0.387	0.147	0.106	0.110
407		0.380	0.290	0.120	0.283	0.117	0.066	0.085
408		0.280	0.205	0.100	0.117	0.054	0.029	0.030
409		0.395	0.315	0.105	0.351	0.118	0.091	0.119
410		0.385	0.285	0.105	0.290	0.121	0.069	0.087
411		0.480	0.385	0.135	0.536	0.190	0.142	0.173
412		0.395	0.295	0.115	0.316	0.120	0.059	0.111
413		0.400	0.300	0.125	0.417	0.191	0.090	0.117
414		0.415	0.325	0.140	0.417	0.153	0.102	0.144
415		0.345	0.260	0.090	0.207	0.077	0.043	0.076
416		0.360	0.295	0.130	0.277	0.089	0.057	0.101
417		0.375	0.300	0.100	0.246	0.104	0.048	0.083
418		0.350	0.255	0.080	0.192	0.080	0.038	0.063
419		0.555	0.455	0.160	1.058	0.393	0.228	0.293
420		0.555	0.440	0.150	1.092	0.416	0.212	0.441
421		0.465	0.360	0.080	0.488	0.191	0.125	0.155
422		0.490	0.360	0.110	0.500	0.161	0.107	0.195
423		0.400	0.305	0.085	0.297	0.108	0.070	0.100
424		0.505	0.400	0.125	0.770	0.274	0.159	0.255
425		0.520	0.400	0.120	0.651	0.261	0.202	0.165
426		0.525	0.400	0.130	0.830	0.240	0.182	0.275
427		0.520	0.400	0.120	0.823	0.298	0.180	0.265
428		0.505	0.380	0.130	0.656	0.227	0.178	0.220
429		0.525	0.425	0.120	0.867	0.282	0.176	0.290
430		0.520	0.385	0.115	0.669	0.238	0.172	0.205
431		0.520	0.405	0.125	0.643	0.241	0.173	0.210
432		0.535	0.410	0.135	0.862	0.285	0.152	0.320
433		0.530	0.440	0.205	0.835	0.320	0.217	0.245
434		0.360	0.265	0.090	0.206	0.078	0.057	0.060
435		0.535	0.420	0.150	0.737	0.279	0.186	0.215
436		0.530	0.415	0.130	0.843	0.275	0.195	0.265
437		0.530	0.420	0.130	1.001	0.340	0.226	0.265
438		0.660	0.520	0.200	1.676	0.673	0.480	0.450
439		0.535	0.420	0.130	0.805	0.301	0.181	0.280
440		0.695	0.515	0.175	1.516	0.578	0.410	0.390
441		0.510	0.390	0.105	0.612	0.187	0.150	0.195
442		0.605	0.460	0.170	1.122	0.347	0.304	0.315
443		0.580	0.455	0.165	1.137	0.369	0.300	0.275
444		0.650	0.515	0.175	1.480	0.529	0.272	0.525
445		0.615	0.525	0.155	1.137	0.367	0.236	0.370
446		0.605	0.495	0.190	1.437	0.469	0.266	0.410
447		0.570	0.440	0.155	1.116	0.477	0.232	0.270
448		0.585	0.405	0.150	1.256	0.435	0.202	0.325
449		0.550	0.440	0.155	0.946	0.313	0.182	0.335
450		0.540	0.440	0.135	0.959	0.238	0.221	0.300
451		0.610	0.470	0.145	1.153	0.403	0.296	0.320
452		0.545	0.450	0.150	0.978	0.337	0.191	0.300
453		0.590	0.445	0.130	1.133	0.383	0.234	0.320
454		0.550	0.430	0.155	0.785	0.289	0.227	0.233
455		0.530	0.425	0.170	0.949	0.348	0.239	0.278
456		0.530	0.455	0.165	0.981	0.316	0.281	0.296
457		0.455	0.340	0.135	0.462	0.168	0.158	0.120
458		0.490	0.380	0.140	0.760	0.245	0.167	0.185
459		0.530	0.410	0.165	0.732	0.189	0.170	0.310
460		0.490	0.380	0.140	0.638	0.231	0.142	0.195
461		0.465	0.350	0.140	0.576	0.202	0.150	0.190
462		0.470	0.360	0.145	0.537	0.172	0.138	0.195
463		0.505	0.385	0.150	0.641	0.246	0.152	0.215
464		0.515	0.435	0.145	0.881	0.292	0.206	0.255
