88		0.415	0.282	0.404	0.021
89		0.935	0.289	0.150	0.982
90		0.743	0.256	0.123	0.259
91		0.461	0.629	0.568	0.851
92		0.867	0.120	0.210	0.577
93		0.455	0.992	0.433	0.859
94		0.416	0.036	0.030	0.539
95		0.135	0.797	0.500	0.424
96		0.472	0.885	0.432	0.041
97		0.007	0.162	0.477	0.440
98		0.491	0.584	0.814	0.793
99		0.589	0.209	0.913	0.620
100		0.348	0.179	0.063	0.780
101		0.799	0.277	0.128	0.656
102		0.613	0.663	0.147	0.090
103		0.564	0.572	0.584	0.477
104		0.332	0.684	0.946	0.877
105		0.125	0.225	0.570	0.188
106		0.267	0.530	0.306	0.414
107		0.409	0.583	0.202	0.096
108		0.576	0.660	0.137	0.160
109		0.211	0.400	0.593	0.781
110		0.598	0.570	0.576	0.879
111		0.220	0.146	0.018	0.526
112		0.708	0.417	0.692	0.845
113		0.828	0.174	0.068	0.649
114		0.436	0.860	0.849	0.029
115		0.698	0.233	0.652	0.716
116		0.212	0.354	0.695	0.354
117		0.726	0.062	0.612	0.418
118		0.529	0.692	0.755	0.378
119		0.396	0.815	0.349	0.606
120		0.855	0.305	0.062	0.507
121		0.570	0.243	0.135	0.182
122		0.041	0.370	0.907	0.122
123		0.802	0.651	0.318	0.557
124		0.673	0.242	0.864	0.735
125		0.884	0.557	0.468	0.259
126		0.540	0.829	0.316	0.675
127		0.006	0.686	0.489	0.323
128		0.518	0.362	0.196	0.362
129		0.755	0.035	0.993	0.618
130		0.401	0.750	0.591	0.717
131		0.602	0.694	0.141	0.983
132		0.978	0.988	0.263	0.467
133		0.424	0.456	0.382	0.417
134		0.152	0.159	0.577	0.480
135		0.339	0.881	0.117	0.930
136		0.870	0.661	0.503	0.133
137		0.815	0.638	0.113	0.489
138		0.460	0.913	0.796	0.842
139		0.857	0.786	0.356	0.974
140		0.954	0.516	0.248	0.246
141		0.763	0.116	0.859	0.266
142		0.227	0.560	0.483	0.022
143		0.813	0.892	0.396	0.302
144		0.870	0.159	0.125	0.226
145		0.847	0.851	0.542	0.706
146		0.790	0.693	0.197	0.677
147		0.767	0.904	0.352	0.250
148		0.157	0.020	0.524	0.281
149		0.657	0.121	0.425	0.305
150		0.851	0.152	0.060	0.393
151		0.342	0.141	0.764	0.695
152		0.690	0.448	0.455	0.507
153		0.821	0.664	0.618	0.345
154		0.276	0.139	0.458	0.337
155		0.315	0.513	0.715	0.865
156		0.575	0.207	0.028	0.339
157		0.948	0.695	0.200	0.566
158		0.146	0.429	0.041	0.212
159		0.348	0.489	0.856	0.806
160		0.226	0.678	0.194	0.254
161		0.096	0.674	0.045	0.446
162		0.581	0.395	0.244	0.781
163		0.106	0.674	0.628	0.962
164		0.453	0.350	0.601	0.792
165		0.587	0.018	0.130	0.781
166		0.496	0.773	0.718	0.740
167		0.678	0.024	0.481	0.067
168		0.620	0.174	0.024	0.248
169		0.938	0.691	0.511	0.068
170		0.784	0.215	0.349	0.731
171		0.672	0.227	0.181	0.390
172		0.342	0.836	0.309	0.366
173		0.444	0.869	0.784	0.929
174		0.277	0.867	0.665	0.789
175		0.558	0.158	0.530	0.739
176		0.497	0.474	0.616	0.489
177		0.751	0.831	0.525	0.059
178		0.039	0.670	0.300	0.703
179		0.236	0.841	0.032	0.386
180		0.335	0.944	0.485	0.866
181		0.846	0.400	0.683	0.370
182		0.879	0.979	0.963	0.944
183		0.396	0.983	0.041	0.696
184		0.854	0.866	0.262	0.339
185		0.944	0.373	0.095	0.101
186		0.947	0.947	0.422	0.630
187		0.666	0.239	0.435	0.707
188		0.121	0.206	0.867	0.648
189		0.184	0.502	0.603	0.446
190		0.236	0.378	0.437	0.658
191		0.754	0.539	0.516	0.050
192		0.969	0.716	0.622	0.404
193		0.367	0.608	0.676	0.971
194		0.518	0.306	0.444	0.732
195		0.935	0.969	0.114	0.372
196		0.549	0.608	0.893	0.171
197		0.316	0.729	0.538	0.946
198		0.712	0.313	0.760	0.389
199		0.326	0.193	0.608	0.441
200		0.235	0.563	0.691	0.401
201		0.868	0.950	0.809	0.761
202		0.002	0.071	0.336	0.763
203		0.620	0.577	0.367	0.210
204		0.006	0.536	0.027	0.614
205		0.741	0.152	0.199	0.549
206		0.320	0.370	0.990	0.170
207		0.013	0.172	0.801	0.349
208		0.347	0.634	0.715	0.374
209		0.692	0.966	0.095	0.231
210		0.344	0.972	0.401	0.543
211		0.621	0.316	0.205	0.422
212		0.140	0.683	0.635	0.652
213		0.815	0.998	0.945	0.530
214		0.587	0.632	0.424	0.988
215		0.945	0.302	0.039	0.836
216		0.072	0.457	0.921	0.277
217		0.874	0.037	0.066	0.819
218		0.438	0.011	0.788	0.776
219		0.240	0.363	0.931	0.664
220		0.258	0.216	0.903	0.179
221		0.783	0.766	0.909	0.346
222		0.977	0.220	0.024	0.044
223		0.349	0.618	0.621	0.280
224		0.972	0.386	0.891	0.625
225		0.337	0.883	0.747	0.240
226		0.815	0.126	0.588	0.839
227		0.627	0.430	0.651	0.677
228		0.909	0.026	0.426	0.530
229		0.223	0.937	0.011	0.970
230		0.073	0.209	0.200	0.901
231		0.567	0.716	0.484	0.155
232		0.793	0.215	0.484	0.219
233		0.790	0.928	0.248	0.482
234		0.376	0.705	0.465	0.388
235		0.241	0.409	0.078	0.726
236		0.633	0.380	0.346	0.618
237		0.805	0.411	0.900	0.289
238		0.087	0.270	0.266	0.552
239		0.940	0.195	0.119	0.823
240		0.481	0.064	0.446	0.559
241		0.855	0.161	0.222	0.755
242		0.852	0.400	0.529	0.411
243		0.090	0.498	0.563	0.356
244		0.281	0.820	0.183	0.727
245		0.972	0.738	0.571	0.142
246		0.382	0.997	0.256	0.603
247		0.444	0.326	0.365	0.007
248		0.415	0.227	0.977	0.659
249		0.095	0.940	0.386	0.278
250		0.500	0.718	0.389	0.756
251		0.140	0.463	0.777	0.292
252		0.644	0.736	0.024	0.009
253		0.536	0.779	0.023	0.922
254		0.691	0.687	0.307	0.096
255		0.699	0.596	0.742	0.088
256		0.514	0.484	0.256	0.538
257		0.999	0.244	0.916	0.969
258		0.999	0.505	0.706	0.022
259		0.137	0.769	0.405	0.879
260		0.758	0.942	0.086	0.573
261		0.607	0.087	0.267	0.863
262		0.797	0.675	0.335	0.503
263		0.761	0.265	0.409	0.875
264		0.217	0.013	0.103	0.622
265		0.616	0.653	0.039	0.883
266		0.665	0.643	0.378	0.534
267		0.208	0.331	0.994	0.543
268		0.434	0.317	0.192	0.537
269		0.084	0.497	0.318	0.918
270		0.271	0.534	0.197	0.310
271		0.380	0.298	0.840	0.374
272		0.674	0.065	0.145	0.774
273		0.325	0.208	0.483	0.517
274		0.786	0.011	0.054	0.983
275		0.471	0.695	0.296	0.532
276		0.805	0.911	0.084	0.645
277		0.516	0.395	0.300	0.999
278		0.045	0.420	0.514	0.287
279		0.033	0.073	0.171	0.087
280		0.537	0.592	0.001	0.621
281		0.287	0.546	0.556	0.638
282		0.649	0.154	0.011	0.949
283		0.733	0.469	0.355	0.904
284		0.410	0.396	0.115	0.162
285		0.205	0.699	0.775	0.206
286		0.481	0.217	0.284	0.491
287		0.437	0.414	0.161	0.010
288		0.442	0.743	0.319	0.797
289		0.226	0.195	0.067	0.001
290		0.387	0.014	0.894	0.252
291		0.024	0.732	0.799	0.309
292		0.488	0.569	0.498	0.807
293		0.145	0.683	0.573	0.188
294		0.942	0.414	0.869	0.009
295		0.011	0.188	0.380	0.811
296		0.604	0.777	0.242	0.242
297		0.998	0.730	0.472	0.496
298		0.894	0.353	0.244	0.763
299		0.659	0.033	0.758	0.088
300		0.406	0.099	0.385	0.786
301		0.590	0.122	0.362	0.063
302		0.899	0.900	0.259	0.119
303		0.089	0.013	0.664	0.333
304		0.006	0.189	0.179	0.391
305		0.090	0.272	0.365	0.776
306		0.997	0.367	0.518	0.359
307		0.641	0.484	0.390	0.305
308		0.167	0.331	0.809	0.976
309		0.888	0.982	0.304	0.068
310		0.041	0.641	0.300	0.559
311		0.730	0.695	0.258	0.059
312		0.634	0.700	0.575	0.024
313		0.450	0.089	0.149	0.754
314		0.522	0.033	0.314	0.168
315		0.248	0.209	0.319	0.548
316		0.555	0.211	0.037	0.130
317		0.042	0.523	0.426	0.378
318		0.593	0.828	0.813	0.743
319		0.292	0.532	0.642	0.611
320		0.410	0.929	0.358	0.874
321		0.695	0.429	0.716	0.732
322		0.805	0.971	0.981	0.618
323		0.563	0.588	0.979	0.178
324		0.412	0.470	0.405	0.053
325		0.515	0.539	0.766	0.231
326		0.325	0.183	0.046	0.406
327		0.198	0.211	0.531	0.179
328		0.290	0.635	0.390	0.696
329		0.470	0.181	0.152	0.480
330		0.489	0.995	0.564	0.255
331		0.969	0.080	0.197	0.500
332		0.026	0.745	0.001	0.443
333		0.922	0.734	0.604	0.312
334		0.636	0.933	0.258	0.200
335		0.484	0.035	0.768	0.893
336		0.753	0.862	0.996	0.950
337		0.075	0.178	0.153	0.679
338		0.582	0.971	0.272	0.193
339		0.534	0.829	0.348	0.792
340		0.981	0.058	0.032	0.977
341		0.394	0.232	0.983	0.501
342		0.402	0.577	0.667	0.555
343		0.642	0.963	0.159	0.990
344		0.188	0.526	0.031	0.253
345		0.201	0.234	0.888	0.233
346		0.932	0.282	0.704	0.598
347		0.960	0.754	0.974	0.186
348		0.304	0.828	0.146	0.463
349		0.175	0.132	0.137	0.063
350		0.348	0.960	0.992	0.791
351		0.119	0.723	0.121	0.824
352		0.258	0.237	0.798	0.404
353		0.616	0.304	0.350	0.960
354		0.254	0.135	0.368	0.391
355		0.997	0.844	0.254	0.119
356		0.575	0.077	0.451	0.650
357		0.421	0.908	0.246	0.219
358		0.852	0.550	0.930	0.220
359		0.129	0.953	0.681	0.287
360		0.212	0.284	0.522	0.466
361		0.490	0.062	0.599	0.736
362		0.910	0.681	0.116	0.526
363		0.911	0.378	0.527	0.841
364		0.229	0.361	0.541	0.750
365		0.944	0.940	0.867	0.425
366		0.558	0.914	0.643	0.157
367		0.309	0.950	0.971	0.835
368		0.569	0.304	0.761	0.120
369		0.017	0.348	0.814	0.559
370		0.619	0.066	0.842	0.262
371		0.492	0.185	0.290	0.824
372		0.883	0.132	0.174	0.854
373		0.724	0.743	0.891	0.538
374		0.990	0.179	0.804	0.028
375		0.732	0.647	0.754	0.574
376		0.318	0.151	0.022	0.492
377		0.989	0.457	0.429	0.261
378		0.972	0.985	0.925	0.863
379		0.390	0.763	0.528	0.144
380		0.437	0.121	0.403	0.531
381		0.293	0.849	0.539	0.315
382		0.980	0.944	0.550	0.906
383		0.073	0.133	0.660	0.776
384		0.542	0.166	0.927	0.070
385		0.820	0.960	0.886	0.359
386		0.226	0.903	0.579	0.024
387		0.144	0.004	0.820	0.694
388		0.207	0.830	0.709	0.134
389		0.019	0.398	0.407	0.450
390		0.444	0.270	0.025	0.330
391		0.408	0.023	0.585	0.229
392		0.495	0.856	0.484	0.538
393		0.027	0.745	0.975	0.736
394		0.341	0.725	0.474	0.366
395		0.102	0.666	0.612	0.634
396		0.192	0.042	0.567	0.777
397		0.272	0.795	0.556	0.247
398		0.434	0.122	0.285	0.711
399		0.489	0.052	0.129	0.962
400		0.628	0.988	0.742	0.195
401		0.013	0.479	0.038	0.140
402		0.849	0.413	0.042	0.404
403		0.185	0.346	0.601	0.314
404		0.018	0.499	0.374	0.102
405		0.073	0.729	0.283	0.815
406		0.652	0.935	0.381	0.694
407		0.041	0.267	0.177	0.823
408		0.726	0.008	0.471	0.327
409		0.116	0.226	0.176	0.399
410		0.101	0.447	0.868	0.505
411		0.836	0.157	0.468	0.217
412		0.242	0.710	0.089	0.713
413		0.411	0.492	0.382	0.232
414		0.829	0.348	0.871	0.005
415		0.726	0.617	0.767	0.194
416		0.618	0.000	0.092	0.736
417		0.172	0.978	0.694	0.261
418		0.829	0.942	0.253	0.701
419		0.999	0.613	0.053	0.193
420		0.664	0.920	0.010	0.431
421		0.098	0.108	0.763	0.792
422		0.454	0.523	0.041	0.638
423		0.945	0.468	0.578	0.198
424		0.174	0.241	0.310	0.184
425		0.424	0.028	0.721	0.537
426		0.506	0.635	0.072	0.269
427		0.586	0.427	0.829	0.164
428		0.997	0.688	0.822	0.778
429		0.213	0.952	0.506	0.523
430		0.129	0.404	0.119	0.201
431		0.546	0.642	0.396	0.496
432		0.758	0.082	0.551	0.587
433		0.199	0.212	0.315	0.706
434		0.451	0.884	0.681	0.616
435		0.164	0.745	0.187	0.283
436		0.713	0.014	0.408	0.264
437		0.653	0.440	0.186	0.587
438		0.548	0.786	0.651	0.863
439		0.158	0.230	0.675	0.345
440		0.621	0.205	0.343	0.209
441		0.669	0.922	0.476	0.077
442		0.065	0.811	0.103	0.716
443		0.594	0.101	0.987	0.970
444		0.917	0.128	0.397	0.592
445		0.139	0.923	0.344	0.615
446		0.530	0.692	0.730	0.156
447		0.047	0.221	0.766	0.149
448		0.205	0.344	0.841	0.603
449		0.313	0.514	0.149	0.991
450		0.572	0.130	0.691	0.916
451		0.393	0.468	0.824	0.159
452		0.761	0.598	0.361	0.800
453		0.074	0.005	0.369	0.915
454		0.889	0.026	0.350	0.580
455		0.095	0.272	0.388	0.533
456		0.991	0.926	0.161	0.815
457		0.707	0.214	0.381	0.076
458		0.989	0.381	0.358	0.110
459		0.577	0.999	0.860	0.927
460		0.544	0.180	0.482	0.705
461		0.567	0.483	0.571	0.249
462		0.947	0.957	0.836	0.328
463		0.248	0.900	0.425	0.108
464		0.004	0.910	0.850	0.855
465		0.405	0.399	0.280	0.887
466		0.209	0.793	0.660	0.045
467		0.692	0.010	0.436	0.106
468		0.862	0.353	0.233	0.287
469		0.471	0.315	0.546	0.751
470		0.650	0.026	0.656	0.236
471		0.359	0.446	0.664	0.019
472		0.835	0.084	0.170	0.068
473		0.631	0.128	0.663	0.002
474		0.810	0.473	0.354	0.355
475		0.121	0.572	0.687	0.786
476		0.178	0.571	0.302	0.680
477		0.119	0.515	0.875	0.289
478		0.749	0.718	0.396	0.103
479		0.620	0.660	0.079	0.869
480		0.320	0.991	0.445	0.008
481		0.139	0.456	0.380	0.014
482		0.963	0.260	0.666	0.674
483		0.589	0.423	0.887	0.985
484		0.059	0.361	0.465	0.504
485		0.242	0.539	0.554	0.588
486		0.420	0.727	0.333	0.801
487		0.170	0.334	0.860	0.057
488		0.386	0.019	0.925	0.573
489		0.400	0.632	0.419	0.865
490		0.551	0.762	0.422	0.885
491		0.163	0.964	0.326	0.164
492		0.763	0.333	0.043	0.623
493		0.468	0.688	0.213	0.887
494		0.349	0.675	0.660	0.024
495		0.355	0.575	0.779	0.777
496		0.132	0.431	0.437	0.176
497		0.827	0.539	0.063	0.237
498		0.645	0.704	0.515	0.858
499		0.283	0.084	0.806	0.062
500		0.265	0.404	0.801	0.689
501		0.905	0.821	0.502	0.342
502		0.362	0.263	0.110	0.878
503		0.701	0.946	0.329	0.968
504		0.559	0.251	0.759	0.365
505		0.787	0.326	0.140	0.289
506		0.137	0.845	0.837	0.672
507		0.243	0.034	0.727	0.353
508		0.534	0.737	0.273	0.293
509		0.585	0.913	0.732	0.301
510		0.051	0.088	0.661	0.191
511		0.686	0.409	0.033	0.413
512		0.945	0.262	0.817	0.803
513		0.839	0.337	0.176	0.111
514		0.879	0.060	0.085	0.540
515		0.463	0.870	0.579	0.685
516		0.578	0.372	0.446	0.611
517		0.486	0.863	0.697	0.662
518		0.327	0.939	0.671	0.870
519		0.668	0.749	0.009	0.753
520		0.194	0.416	0.273	0.640
521		0.058	0.848	0.584	0.105
522		0.943	0.591	0.736	0.640
523		0.141	0.050	0.585	0.150
524		0.874	0.410	0.019	0.032
525		0.921	0.226	0.664	0.194
526		0.586	0.218	0.949	0.322
527		0.202	0.033	0.825	0.394
528		0.661	0.535	0.464	0.247
529		0.343	0.208	0.378	0.008
530		0.244	0.699	0.655	0.958
531		0.013	0.544	0.193	0.962
532		0.314	0.538	0.094	0.779
533		0.779	0.046	0.905	0.874
534		0.057	0.217	0.540	0.435
535		0.899	0.610	0.182	0.092
536		0.048	0.143	0.736	0.948
537		0.294	0.262	0.558	0.388
538		0.420	0.304	0.257	0.960
539		0.482	0.902	0.419	0.406
540		0.056	0.305	0.110	0.238
541		0.560	0.713	0.496	0.118
542		0.537	0.460	0.267	0.624
543		0.307	0.044	0.012	0.564
544		0.406	0.227	0.757	0.517
545		0.154	0.199	0.751	0.694
546		0.985	0.255	0.331	0.481
547		0.541	0.004	0.687	0.553
548		0.691	0.305	0.614	0.597
549		0.067	0.003	0.703	0.824
550		0.337	0.904	0.927	0.668
551		0.299	0.099	0.403	0.132
552		0.046	0.673	0.800	0.732
553		0.007	0.050	0.023	0.710
554		0.543	0.878	0.851	0.263
555		0.524	0.600	0.701	0.450
556		0.163	0.534	0.555	0.964
557		0.781	0.332	0.689	0.312
558		0.709	0.319	0.365	0.732
559		0.704	0.614	0.138	0.405
560		0.407	0.490	0.814	0.774
561		0.696	0.937	0.512	0.251
562		0.548	0.176	0.664	0.914
563		0.693	0.153	0.183	0.600
564		0.721	0.304	0.857	0.859
565		0.178	0.431	0.976	0.690
566		0.877	0.469	0.713	0.110
567		0.057	0.658	0.113	0.721
568		0.968	0.926	0.318	0.825
569		0.027	0.747	0.051	0.227
570		0.090	0.404	0.913	0.066
571		0.500	0.365	0.711	0.613
572		0.282	0.634	0.499	0.007
573		0.513	0.975	0.764	0.832
574		0.029	0.689	0.490	0.942
575		0.584	0.536	0.698	0.147
576		0.751	0.647	0.209	0.461
577		0.731	0.308	0.726	0.495
578		0.526	0.044	0.998	0.073
579		0.084	0.102	0.332	0.574
580		0.424	0.535	0.953	0.633
581		0.212	0.928	0.740	0.105
582		0.491	0.837	0.030	0.217
583		0.018	0.251	0.917	0.350
584		0.961	0.436	0.984	0.541
585		0.289	0.965	0.756	0.242
586		0.249	0.984	0.396	0.279
587		0.728	0.448	0.943	0.104
588		0.758	0.122	0.867	0.675
589		0.128	0.965	0.142	0.884
590		0.740	0.637	0.661	0.267
591		0.220	0.516	0.114	0.616
592		0.857	0.016	0.569	0.724
593		0.040	0.416	0.327	0.948
594		0.503	0.076	0.056	0.645
595		0.728	0.143	0.167	0.842
596		0.961	0.157	0.103	0.203
597		0.551	0.061	0.430	0.120
598		0.292	0.951	0.185	0.348
599		0.145	0.611	0.980	0.743
600		0.631	0.471	0.677	0.798
601		0.883	0.091	0.024	0.314
602		0.808	0.435	0.371	0.008
603		0.480	0.300	0.833	0.664
604		0.792	0.040	0.023	0.470
605		0.335	0.906	0.598	0.804
606		0.561	0.687	0.536	0.585
607		0.318	0.597	0.701	0.151
608		0.349	0.580	0.071	0.607
609		0.623	0.400	0.029	0.645
610		0.221	0.027	0.471	0.757
611		0.471	0.504	0.004	0.907
612		0.406	0.225	0.219	0.107
613		0.945	0.174	0.463	0.973
614		0.332	0.841	0.800	0.107
615		0.584	0.328	0.333	0.055
616		0.210	0.354	0.657	0.430
617		0.033	0.910	0.917	0.989
618		0.980	0.934	0.636	0.443
619		0.054	0.840	0.210	0.387
620		0.295	0.331	0.421	0.884
621		0.854	0.094	0.634	0.511
622		0.897	0.993	0.468	0.533
623		0.375	0.989	0.211	0.123
624		0.093	0.178	0.085	0.303
625		0.177	0.254	0.577	0.811
626		0.101	0.907	0.310	0.535
627		0.843	0.432	0.912	0.311
628		0.199	0.652	0.988	0.285
629		0.553	0.265	0.553	0.449
630		0.035	0.626	0.920	0.612
631		0.263	0.839	0.679	0.174
632		0.644	0.522	0.836	0.597
633		0.646	0.797	0.732	0.634
634		0.012	0.275	0.262	0.932
635		0.698	0.618	0.600	0.042
636		0.847	0.304	0.451	0.526
637		0.081	0.084	0.564	0.813
638		0.645	0.500	0.904	0.991
639		0.540	0.003	0.016	0.801
640		0.165	0.350	0.846	0.617
641		0.325	0.218	0.045	0.326
642		0.812	0.407	0.740	0.376
643		0.461	0.901	0.015	0.477
644		0.950	0.379	0.202	0.502
645		0.743	0.668	0.231	0.589
646		0.158	0.965	0.647	0.898
647		0.868	0.355	0.362	0.588
648		0.374	0.049	0.617	0.389
649		0.787	0.264	0.509	0.019
650		0.793	0.126	0.767	0.295
651		0.007	0.454	0.243	0.654
652		0.423	0.321	0.159	0.040
653		0.685	0.359	0.049	0.591
654		0.890	0.378	0.143	0.399
655		0.800	0.770	0.941	0.044
656		0.292	0.628	0.945	0.998
657		0.055	0.421	0.896	0.214
658		0.699	0.544	0.868	0.842
659		0.264	0.838	0.135	0.786
660		0.622	0.587	0.371	0.562
661		0.833	0.795	0.274	0.729
662		0.734	0.334	0.909	0.554
663		0.399	0.252	0.533	0.267
664		0.533	0.233	0.904	0.904
665		0.535	0.699	0.649	0.793
666		0.502	0.626	0.234	0.775
667		0.678	0.551	0.316	0.212
668		0.410	0.688	0.349	0.343
669		0.667	0.876	0.532	0.571
670		0.918	0.477	0.525	0.151
671		0.881	0.394	0.763	0.570
672		0.826	0.249	0.096	0.142
673		0.448	0.930	0.771	0.980
674		0.551	0.307	0.608	0.030
675		0.507	0.948	0.760	0.033
676		0.038	0.602	0.732	0.135
677		0.192	0.049	0.297	0.341
678		0.192	0.789	0.243	0.963
679		0.358	0.860	0.492	0.119
680		0.590	0.132	0.806	0.083
681		0.289	0.122	0.509	0.021
682		0.617	0.742	0.344	0.860
683		0.113	0.604	0.219	0.189
684		0.764	0.547	0.817	0.255
685		0.705	0.804	0.050	0.214
686		0.307	0.467	0.039	0.612
687		0.594	0.230	0.759	0.938
688		0.651	0.447	0.788	0.468
689		0.454	0.177	0.548	0.251
690		0.477	0.956	0.497	0.527
691		0.653	0.956	0.676	0.412
692		0.765	0.877	0.946	0.460
693		0.186	0.111	0.008	0.974
694		0.448	0.736	0.635	0.945
695		0.805	0.268	0.097	0.442
696		0.543	0.095	0.586	0.219
697		0.945	0.614	0.555	0.953
698		0.133	0.663	0.016	0.889
699		0.695	0.337	0.658	0.331
700		0.180	0.562	0.673	0.766
701		0.180	0.247	0.766	0.564
702		0.210	0.509	0.288	0.765
703		0.048	0.587	0.125	0.706
704		0.407	0.627	0.053	0.958
705		0.631	0.138	0.206	0.303
706		0.826	0.963	0.557	0.114
707		0.020	0.989	0.626	0.145
708		0.413	0.193	0.468	0.538
709		0.171	0.070	0.041	0.377
710		0.945	0.365	0.857	0.096
711		0.905	0.922	0.080	0.463
712		0.906	0.847	0.821	0.374
713		0.720	0.759	0.331	0.246
714		0.234	0.417	0.269	0.275
715		0.277	0.405	0.238	0.357
716		0.273	0.165	0.350	0.297
717		0.978	0.203	0.446	0.799
718		0.534	0.397	0.182	0.803
719		0.977	0.445	0.892	0.136
720		0.208	0.413	0.350	0.446
721		0.534	0.545	0.218	0.979
722		0.794	0.811	0.863	0.130
723		0.628	0.664	0.370	0.810
724		0.857	0.142	0.336	0.207
725		0.106	0.425	0.306	0.041
726		0.321	0.575	0.537	0.539
727		0.338	0.371	0.127	0.708
728		0.594	0.751	0.969	0.506
729		0.892	0.364	0.827	0.229
730		0.987	0.041	0.951	0.524
731		0.505	0.404	0.913	0.870
732		0.376	0.208	0.517	0.503
733		0.351	0.559	0.967	0.178
734		0.537	0.592	0.123	0.533
735		0.499	0.520	0.353	0.449
736		0.595	0.222	0.031	0.112
737		0.948	0.811	0.821	0.614
738		0.424	0.966	0.037	0.390
739		0.049	0.446	0.981	0.402
740		0.025	0.335	0.849	0.472
741		0.672	0.067	0.404	0.703
742		0.467	0.373	0.231	0.504
743		0.375	0.329	0.692	0.111
744		0.153	0.160	0.722	0.133
745		0.079	0.139	0.697	0.482
746		0.876	0.611	0.493	0.866
747		0.758	0.333	0.934	0.989
748		0.442	0.542	0.636	0.164
749		0.197	0.782	0.833	0.095
750		0.464	0.173	0.387	0.161
;

param y :=
1		1.0
2		-1.0
3		1.0
4		1.0
5		-1.0
6		1.0
7		-1.0
8		-1.0
9		-1.0
10		1.0
11		-1.0
12		1.0
13		1.0
14		-1.0
15		1.0
16		1.0
17		1.0
18		1.0
19		1.0
20		1.0
21		-1.0
22		-1.0
23		-1.0
24		1.0
25		1.0
26		1.0
27		1.0
28		-1.0
29		-1.0
30		-1.0
31		-1.0
32		1.0
33		-1.0
34		-1.0
35		1.0
36		-1.0
37		1.0
38		1.0
39		1.0
40		-1.0
41		-1.0
42		1.0
43		-1.0
44		1.0
45		1.0
46		1.0
47		1.0
48		1.0
49		1.0
50		1.0
51		-1.0
52		-1.0
53		1.0
54		1.0
55		1.0
56		-1.0
57		1.0
58		1.0
59		-1.0
60		1.0
61		1.0
62		-1.0
63		1.0
64		1.0
65		1.0
66		1.0
67		-1.0
68		1.0
69		1.0
